@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 2\nSize of the tree: 3\n','Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 6\nSize of the tree: 11\n','Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 7\nSize of the tree: 13\n'}
@attribute measureOutOfBagError numeric
@attribute measureNumRules numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric

@data

feature-envy,1,3,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.05627,0.199341,12.652341,42.286483,38.56853,17.053545,21.514985,0.918298,0.406037,0.512262,33.582611,0.799586,3653.577876,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.978316,0.98682,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.978316,0.964558,0.946429,0.952381,0.088,0,0.046875,0,46.875,0,72311,328240,81952,97.619048,53.571429,?,?,?,?,?
feature-envy,1,4,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,37,5,0,88.095238,11.904762,0,0.727273,0.103242,0.286536,23.214243,60.78344,38.56853,37.571769,0.996761,0.918298,0.894566,0.023732,28.892489,0.687916,3143.321975,0.928571,26,0.214286,3,0.785714,11,0.071429,2,0.896552,0.928571,0.912281,0.728357,0.933673,0.946489,0.880952,0.166667,0.833333,0.119048,0.879752,0.880952,0.879792,0.728357,0.933673,0.917699,0.863548,0.880952,0.031,0,0.03125,0,31.25,0,106725,328240,81952,95.238095,54.761905,?,?,?,?,?
feature-envy,1,5,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.041722,0.193015,9.381282,40.944607,38.56853,17.530265,21.038265,0.918298,0.417387,0.500911,34.643431,0.824844,3768.988475,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.980867,0.988095,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.980867,0.968367,0.946429,0.952381,0.073,0,0.03125,0,31.25,0,161975,328240,81952,97.619048,51.190476,?,?,?,?,?
feature-envy,1,6,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.018581,0.120262,4.177991,25.511342,38.56853,2.181872,36.386658,0.918298,0.051949,0.866349,36.758617,0.875205,3999.107462,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,1,1,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,1,1,0.97271,0.97619,0.075,0.001,0.046875,0,46.875,0,173851,328240,81952,100,51.190476,?,?,?,?,?
feature-envy,1,7,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,33,9,0,78.571429,21.428571,0,0.542373,0.209821,0.453471,47.178783,96.195609,38.56853,6456,-6417.43147,0.918298,153.714286,-152.795987,19.335561,0.460371,2103.588053,0.785714,22,0.214286,3,0.785714,11,0.214286,6,0.88,0.785714,0.830189,0.548795,0.869898,0.928571,0.785714,0.214286,0.785714,0.214286,0.802353,0.785714,0.790018,0.548795,0.869898,0.838515,0.769933,0.785714,0.013,0,0.015625,0,15.625,0,56247,328240,81952,85.714286,53.571429,?,?,?,?,?
feature-envy,1,8,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.888889,0.047632,0.192497,10.710119,40.834754,38.56853,18.282476,20.286054,0.918298,0.435297,0.483001,34.231688,0.81504,3724.193416,1,28,0.142857,2,0.857143,12,0,0,0.933333,1,0.965517,0.894427,0.961735,0.96318,0.952381,0.095238,0.904762,0.047619,0.955556,0.952381,0.95137,0.894427,0.961735,0.95788,0.944297,0.952381,0.039,0,0.046875,0,46.875,0,162339,328240,81952,97.619048,52.380952,?,?,?,?,?
feature-envy,1,9,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.055469,0.161448,12.472388,34.24831,38.56853,4.55209,34.01644,0.918298,0.108383,0.809915,34.01644,0.809915,3700.775773,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,1,1,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,1,1,0.97271,0.97619,0.028,0,0.03125,0,31.25,0,117871,328240,81952,100,55.952381,?,?,?,?,?
feature-envy,1,10,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.896552,0.047629,0.218216,10.709397,46.290434,38.56853,33.052897,5.515633,0.918298,0.786974,0.131325,34.231883,0.815045,3724.214594,0.928571,26,0,0,1,14,0.071429,2,1,0.928571,0.962963,0.901388,0.964286,0.97619,0.952381,0.02381,0.97619,0.047619,0.958333,0.952381,0.953086,0.901388,0.964286,0.94246,0.948148,0.952381,0.029,0,0.03125,0,31.25,0,160883,328240,81952,95.238095,50,?,?,?,?,?
feature-envy,2,1,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.896552,0.037411,0.177641,8.412038,37.683342,38.56853,16.738808,21.829722,0.918298,0.398543,0.519755,35.041095,0.834312,3812.251737,0.928571,26,0,0,1,14,0.071429,2,1,0.928571,0.962963,0.901388,0.982143,0.988095,0.952381,0.02381,0.97619,0.047619,0.958333,0.952381,0.953086,0.901388,0.982143,0.969841,0.948148,0.952381,0.092,0,0.046875,0,46.875,0,95213,328240,81952,97.619048,51.190476,?,?,?,?,?
feature-envy,2,2,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,38,4,0,90.47619,9.52381,0,0.793103,0.095282,0.28882,21.424255,61.267872,38.56853,44.569068,-6.000538,0.918298,1.061168,-0.14287,30.050686,0.715493,3269.326534,0.892857,25,0.071429,1,0.928571,13,0.107143,3,0.961538,0.892857,0.925926,0.797382,0.938776,0.964286,0.904762,0.083333,0.916667,0.095238,0.911859,0.904762,0.906173,0.797382,0.938776,0.910382,0.896296,0.904762,0.077,0,0.03125,0,31.25,0,58615,328240,81952,92.857143,52.380952,?,?,?,?,?
feature-envy,2,3,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.02383,0.1543,5.358177,32.731931,38.56853,15.521642,23.046888,0.918298,0.369563,0.548735,36.399269,0.866649,3960.012626,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.982143,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.982143,0.969841,0.973668,0.97619,0.065,0,0.03125,0,31.25,0,161975,328240,81952,97.619048,50,?,?,?,?,?
feature-envy,2,4,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.023833,0.1543,5.358943,32.731814,38.56853,15.297536,23.270994,0.918298,0.364227,0.554071,36.399063,0.866644,3959.990154,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.982143,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.982143,0.969841,0.973668,0.97619,0.073,0,0.03125,0,31.25,0,126469,328240,81952,97.619048,50,?,?,?,?,?
feature-envy,2,5,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.888889,0.040865,0.162213,9.188592,34.410469,38.56853,4.112123,34.456407,0.918298,0.097908,0.820391,34.714158,0.826528,3776.683143,1,28,0.142857,2,0.857143,12,0,0,0.933333,1,0.965517,0.894427,0.997449,0.997619,0.952381,0.095238,0.904762,0.047619,0.955556,0.952381,0.95137,0.894427,0.997449,0.995238,0.944297,0.952381,0.029,0,0.03125,0,31.25,0,161247,328240,81952,100,53.571429,?,?,?,?,?
feature-envy,2,6,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.057135,0.169032,12.846879,35.857073,38.56853,4.857092,33.711438,0.918298,0.115645,0.802653,33.391021,0.795024,3632.734045,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.993622,0.995068,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.993622,0.99081,0.946429,0.952381,0.058,0,0.046875,0,46.875,0,71947,328240,81952,100,55.952381,?,?,?,?,?
feature-envy,2,7,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.023826,0.118824,5.357413,25.206304,38.56853,2.29793,36.270599,0.918298,0.054713,0.863586,36.399475,0.866654,3960.035038,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,1,1,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,1,1,0.973668,0.97619,0.028,0,0.03125,0,31.25,0,94849,328240,81952,100,52.380952,?,?,?,?,?
feature-envy,2,8,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,38,4,0,90.47619,9.52381,0,0.777778,0.080763,0.245991,18.159762,52.182586,38.56853,19.58807,18.98046,0.918298,0.466383,0.451916,30.943436,0.736748,3366.45216,0.964286,27,0.214286,3,0.785714,11,0.035714,1,0.9,0.964286,0.931034,0.782624,0.956633,0.961097,0.904762,0.154762,0.845238,0.095238,0.905556,0.904762,0.902741,0.782624,0.956633,0.952806,0.888594,0.904762,0.107,0,0.03125,0,31.25,0,58251,328240,81952,97.619048,54.761905,?,?,?,?,?
feature-envy,2,9,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.033404,0.166257,7.510899,35.268448,38.56853,15.25141,23.31712,0.918298,0.363129,0.55517,35.658027,0.849001,3879.370118,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.980867,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.980867,0.968367,0.973668,0.97619,0.032,0,0.03125,0,31.25,0,107089,328240,81952,97.619048,51.190476,?,?,?,?,?
feature-envy,2,10,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,42,0,0,100,0,0,1,0.028455,0.106131,6.398152,22.51377,38.56853,2.195539,36.372991,0.918298,0.052275,0.866024,36.16178,0.860995,3934.175329,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.062,0,0.046875,0,46.875,0,118235,328240,81952,100,53.571429,?,?,?,?,?
feature-envy,3,1,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.042807,0.176958,9.625297,37.538381,38.56853,14.794844,23.773686,0.918298,0.352258,0.56604,34.829517,0.829274,3789.233414,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.980867,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.980867,0.968367,0.973668,0.97619,0.121,0,0.046875,0,46.875,0,60435,328240,81952,97.619048,52.380952,?,?,?,?,?
feature-envy,3,2,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.847458,0.065624,0.247207,14.755624,52.440389,38.56853,29.024558,9.543972,0.918298,0.691061,0.227237,32.469097,0.773074,3532.43455,0.892857,25,0,0,1,14,0.107143,3,1,0.892857,0.943396,0.857493,0.964286,0.97619,0.928571,0.035714,0.964286,0.071429,0.941176,0.928571,0.930006,0.857493,0.964286,0.94246,0.923311,0.928571,0.118,0,0.046875,0,46.875,0,70491,328240,81952,95.238095,51.190476,?,?,?,?,?
feature-envy,3,3,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,37,5,0,88.095238,11.904762,0,0.754098,0.119075,0.327554,26.774203,69.484663,38.56853,61.131562,-22.563033,0.918298,1.455513,-0.537215,27.726721,0.66016,3016.49373,0.821429,23,0,0,1,14,0.178571,5,1,0.821429,0.901961,0.777987,0.922194,0.950952,0.880952,0.059524,0.940476,0.119048,0.912281,0.880952,0.884135,0.777987,0.922194,0.888207,0.875223,0.880952,0.098,0,0.03125,0,31.25,0,117143,328240,81952,90.47619,52.380952,?,?,?,?,?
feature-envy,3,4,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.888889,0.035806,0.16399,8.050995,34.7874,38.56853,4.018534,34.549995,0.918298,0.095679,0.822619,35.055565,0.834656,3813.826059,1,28,0.142857,2,0.857143,12,0,0,0.933333,1,0.965517,0.894427,1,1,0.952381,0.095238,0.904762,0.047619,0.955556,0.952381,0.95137,0.894427,1,1,0.944297,0.952381,0.095,0,0.03125,0,31.25,0,129991,328240,81952,100,52.380952,?,?,?,?,?
feature-envy,3,5,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.896552,0.047664,0.218207,10.717408,46.288613,38.56853,28.579689,9.98884,0.918298,0.680469,0.23783,34.229724,0.814993,3723.97971,0.928571,26,0,0,1,14,0.071429,2,1,0.928571,0.962963,0.901388,0.964286,0.97619,0.952381,0.02381,0.97619,0.047619,0.958333,0.952381,0.953086,0.901388,0.964286,0.94246,0.948148,0.952381,0.092,0,0.0625,0,62.5,0,93757,328240,81952,95.238095,50,?,?,?,?,?
feature-envy,3,6,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.035662,0.133631,8.018752,28.347456,38.56853,3.246313,35.322216,0.918298,0.077293,0.841005,35.575001,0.847024,3870.337457,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.998724,0.998768,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.998724,0.997592,0.97271,0.97619,0.091,0,0.03125,0,31.25,0,139681,328240,81952,100,54.761905,?,?,?,?,?
feature-envy,3,7,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,38,4,0,90.47619,9.52381,0,0.785714,0.095267,0.267837,21.420963,56.816769,38.56853,33.595216,4.973313,0.918298,0.799886,0.118412,29.745626,0.708229,3236.137893,0.928571,26,0.142857,2,0.857143,12,0.071429,2,0.928571,0.928571,0.928571,0.785714,0.936224,0.946244,0.904762,0.119048,0.880952,0.095238,0.904762,0.904762,0.904762,0.785714,0.936224,0.92071,0.892857,0.904762,0.076,0,0.03125,0,31.25,0,161975,328240,81952,95.238095,54.761905,?,?,?,?,?
feature-envy,3,8,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.888889,0.039059,0.18307,8.782476,38.834945,38.56853,15.759319,22.809211,0.918298,0.375222,0.543076,34.929653,0.831658,3800.127569,1,28,0.142857,2,0.857143,12,0,0,0.933333,1,0.965517,0.894427,0.964286,0.965517,0.952381,0.095238,0.904762,0.047619,0.955556,0.952381,0.95137,0.894427,0.964286,0.961138,0.944297,0.952381,0.087,0,0.03125,0,31.25,0,104175,328240,81952,97.619048,51.190476,?,?,?,?,?
feature-envy,3,9,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.836364,0.060614,0.233784,13.629152,49.59289,38.56853,29.505329,9.063201,0.918298,0.702508,0.21579,33.09735,0.788032,3600.784522,0.964286,27,0.142857,2,0.857143,12,0.035714,1,0.931034,0.964286,0.947368,0.837611,0.945153,0.953656,0.928571,0.107143,0.892857,0.071429,0.928382,0.928571,0.927875,0.837611,0.945153,0.929553,0.918129,0.928571,0.103,0,0.0625,0,62.5,0,127927,328240,81952,95.238095,51.190476,?,?,?,?,?
feature-envy,3,10,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.015252,0.098527,3.42939,20.900603,38.56853,1.470988,37.097541,0.918298,0.035024,0.883275,37.097541,0.883275,4035.980295,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,1,1,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,1,1,0.97271,0.97619,0.08,0,0.046875,0,46.875,0,105995,328240,81952,100,51.190476,?,?,?,?,?
feature-envy,4,1,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.079277,0.223324,17.825628,47.373994,38.56853,19.329715,19.238815,0.918298,0.460231,0.458067,31.401433,0.747653,3416.279307,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.957908,0.959652,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.957908,0.953827,0.946429,0.952381,0.098,0,0.046875,0,46.875,0,162339,328240,81952,97.619048,55.952381,?,?,?,?,?
feature-envy,4,2,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,37,5,0,88.095238,11.904762,0,0.716981,0.111213,0.308777,25.006369,65.501404,38.56853,46.054833,-7.486304,0.918298,1.096544,-0.178245,28.30548,0.67394,3079.458999,0.964286,27,0.285714,4,0.714286,10,0.035714,1,0.870968,0.964286,0.915254,0.727548,0.903061,0.91716,0.880952,0.202381,0.797619,0.119048,0.883675,0.880952,0.876836,0.727548,0.903061,0.88458,0.857627,0.880952,0.09,0,0.03125,0,31.25,0,70491,328240,81952,92.857143,53.571429,?,?,?,?,?
feature-envy,4,3,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,42,0,0,100,0,0,1,0.018997,0.086868,4.271489,18.427446,38.56853,1.467177,37.101353,0.918298,0.034933,0.883366,36.994548,0.880823,4024.775211,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.03,0,0.03125,0,31.25,0,138345,328240,81952,100,52.380952,?,?,?,?,?
feature-envy,4,4,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,38,4,0,90.47619,9.52381,0,0.777778,0.062504,0.181311,14.054121,38.461785,38.56853,5.38199,33.18654,0.918298,0.128143,0.790156,32.869743,0.782613,3576.022236,0.964286,27,0.214286,3,0.785714,11,0.035714,1,0.9,0.964286,0.931034,0.782624,0.98852,0.992972,0.904762,0.154762,0.845238,0.095238,0.905556,0.904762,0.902741,0.782624,0.98852,0.986386,0.888594,0.904762,0.067,0.001,0.03125,0,31.25,0,71583,328240,81952,100,55.952381,?,?,?,?,?
feature-envy,4,5,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.047727,0.191797,10.731464,40.68625,38.56853,15.179528,23.389002,0.918298,0.361417,0.556881,34.225936,0.814903,3723.567602,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.979592,0.98682,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.979592,0.966128,0.946429,0.952381,0.083,0,0.03125,0,31.25,0,84187,328240,81952,97.619048,52.380952,?,?,?,?,?
feature-envy,4,6,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.830189,0.061988,0.211739,13.938172,44.916502,38.56853,17.905166,20.663364,0.918298,0.426313,0.491985,32.901307,0.783364,3579.45624,1,28,0.214286,3,0.785714,11,0,0,0.903226,1,0.949153,0.842424,0.960459,0.962105,0.928571,0.142857,0.857143,0.071429,0.935484,0.928571,0.926102,0.842424,0.960459,0.955462,0.914576,0.928571,0.076,0,0.046875,0,46.875,0,59707,328240,81952,97.619048,53.571429,?,?,?,?,?
feature-envy,4,7,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.842105,0.071465,0.26725,16.069129,56.692142,38.56853,43.529047,-4.960518,0.918298,1.036406,-0.118108,32.062203,0.763386,3488.167005,0.928571,26,0.071429,1,0.928571,13,0.071429,2,0.962963,0.928571,0.945455,0.843274,0.928571,0.941799,0.928571,0.071429,0.928571,0.071429,0.930864,0.928571,0.929154,0.843274,0.928571,0.904056,0.921003,0.928571,0.068,0,0.03125,0,31.25,0,127925,328240,81952,92.857143,50,?,?,?,?,?
feature-envy,4,8,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.836364,0.081674,0.253281,18.364505,53.728937,38.56853,33.876854,4.691676,0.918298,0.806592,0.111707,31.253526,0.744132,3400.187983,0.964286,27,0.142857,2,0.857143,12,0.035714,1,0.931034,0.964286,0.947368,0.837611,0.941327,0.951241,0.928571,0.107143,0.892857,0.071429,0.928382,0.928571,0.927875,0.837611,0.941327,0.924789,0.918129,0.928571,0.106,0,0.0625,0,62.5,0,119327,328240,81952,95.238095,53.571429,?,?,?,?,?
feature-envy,4,9,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,37,5,0,88.095238,11.904762,0,0.736842,0.09861,0.294824,22.172679,62.541567,38.56853,48.994774,-10.426244,0.918298,1.166542,-0.248244,29.625186,0.705362,3223.03482,0.892857,25,0.142857,2,0.857143,12,0.107143,3,0.925926,0.892857,0.909091,0.737865,0.938776,0.964286,0.880952,0.130952,0.869048,0.119048,0.883951,0.880952,0.881923,0.737865,0.938776,0.910644,0.868339,0.880952,0.042,0,0.046875,0,46.875,0,72675,328240,81952,92.857143,52.380952,?,?,?,?,?
feature-envy,4,10,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.033327,0.166074,7.493717,35.229513,38.56853,15.247543,23.320987,0.918298,0.363037,0.555262,35.665736,0.849184,3880.208816,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.980867,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.980867,0.968367,0.973668,0.97619,0.043,0,0.03125,0,31.25,0,72311,328240,81952,97.619048,51.190476,?,?,?,?,?
feature-envy,5,1,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.042821,0.177177,9.628432,37.584844,38.56853,17.996074,20.572456,0.918298,0.428478,0.48982,34.822597,0.829109,3788.480593,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.980867,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.980867,0.968367,0.973668,0.97619,0.078,0,0.03125,0,31.25,0,161611,328240,81952,97.619048,52.380952,?,?,?,?,?
feature-envy,5,2,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.842105,0.083339,0.255778,18.73901,54.258673,38.56853,30.837832,7.730698,0.918298,0.734234,0.184064,30.898946,0.735689,3361.611913,0.928571,26,0.071429,1,0.928571,13,0.071429,2,0.962963,0.928571,0.945455,0.843274,0.959184,0.973545,0.928571,0.071429,0.928571,0.071429,0.930864,0.928571,0.929154,0.843274,0.959184,0.935802,0.921003,0.928571,0.106,0,0.046875,0,46.875,0,104539,328240,81952,95.238095,53.571429,?,?,?,?,?
